Airline,Source,Destination,Total_Stops,Price,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Jet Airways,Banglore,New Delhi,1,15025,3,2019,8,55,9,0,24,5
IndiGo,Mumbai,Hyderabad,0,6795,3,2019,16,55,18,25,1,30
Air India,Kolkata,Banglore,1,10623,5,2019,17,30,20,25,26,55
IndiGo,Chennai,Kolkata,0,3850,5,2019,7,55,10,15,2,20
Jet Airways,Delhi,Cochin,2,6643,3,2019,19,10,18,50,23,40
Jet Airways,Kolkata,Banglore,1,10844,5,2019,14,5,22,35,8,30
Air India,Delhi,Cochin,2,10441,5,2019,19,45,19,15,23,30
Multiple carriers,Delhi,Cochin,1,13377,6,2019,17,30,1,30,8,0
Air India,Delhi,Cochin,2,13696,5,2019,12,55,19,15,30,20
IndiGo,Banglore,Delhi,0,3943,6,2019,0,25,3,15,2,50
Air India,Delhi,Cochin,2,9443,6,2019,19,45,19,15,23,30
Jet Airways,Delhi,Cochin,2,13014,6,2019,5,30,4,25,22,55
Air India,Banglore,New Delhi,2,8114,3,2019,17,0,22,55,29,55
SpiceJet,Delhi,Cochin,1,5583,6,2019,6,5,11,20,5,15
Jet Airways,Banglore,New Delhi,1,13817,3,2019,16,55,8,15,15,20
Multiple carriers,Delhi,Cochin,1,6953,3,2019,12,50,19,15,6,25
Multiple carriers,Delhi,Cochin,1,6637,3,2019,10,20,21,0,10,40
IndiGo,Kolkata,Banglore,0,4174,4,2019,9,35,12,20,2,45
Air India,Delhi,Cochin,2,8140,3,2019,9,45,9,25,23,40
Jet Airways,Banglore,New Delhi,1,13817,3,2019,7,0,23,0,16,0
Jet Airways,Delhi,Cochin,1,10262,6,2019,9,0,19,0,10,0
IndiGo,Delhi,Cochin,1,6496,5,2019,15,10,20,0,4,50
IndiGo,Delhi,Cochin,1,10112,6,2019,23,30,4,35,5,5
Air India,Delhi,Cochin,2,10467,5,2019,13,15,9,25,20,10
IndiGo,Delhi,Cochin,1,6206,6,2019,10,35,1,30,14,55
Air India,Kolkata,Banglore,2,10151,5,2019,12,0,18,30,30,30
IndiGo,Kolkata,Banglore,0,4804,6,2019,15,15,17,45,2,30
GoAir,Banglore,New Delhi,0,5048,3,2019,7,45,10,40,2,55
Jet Airways,Mumbai,Hyderabad,0,4050,6,2019,2,55,4,20,1,25
SpiceJet,Banglore,Delhi,0,3919,6,2019,9,30,12,20,2,50
Jet Airways,Kolkata,Banglore,1,11841,6,2019,21,10,8,15,11,5
IndiGo,Delhi,Cochin,1,5065,4,2019,20,25,1,30,5,5
Air India,Kolkata,Banglore,2,9626,5,2019,12,0,18,30,30,30
IndiGo,Banglore,Delhi,0,3419,6,2019,22,10,1,0,2,50
Air India,Kolkata,Banglore,3,14960,6,2019,9,50,23,15,13,25
IndiGo,Banglore,Delhi,0,3943,6,2019,21,15,0,15,3,0
Multiple carriers,Delhi,Cochin,1,14323,5,2019,9,0,19,15,10,15
Air India,Kolkata,Banglore,2,11752,6,2019,16,50,13,45,20,55
Multiple carriers,Delhi,Cochin,1,7677,6,2019,8,30,19,15,10,45
Multiple carriers,Delhi,Cochin,1,14067,5,2019,13,0,21,0,8,0
Jet Airways,Kolkata,Banglore,1,14781,5,2019,21,10,9,20,12,10
Jet Airways,Kolkata,Banglore,1,11467,5,2019,17,0,14,25,21,25
Jet Airways,Delhi,Cochin,2,16263,5,2019,20,0,4,25,8,25
Jet Airways,Delhi,Cochin,1,12373,5,2019,19,15,4,25,9,10
Multiple carriers,Delhi,Cochin,1,7005,6,2019,12,50,21,0,8,10
IndiGo,Delhi,Cochin,1,7580,5,2019,5,10,10,5,4,55
Air India,Delhi,Cochin,2,10441,5,2019,22,0,19,15,21,15
Jet Airways,Banglore,Delhi,0,7229,5,2019,17,45,20,45,3,0
IndiGo,Delhi,Cochin,1,6093,4,2019,6,40,21,0,14,20
SpiceJet,Kolkata,Banglore,0,3873,6,2019,6,55,9,30,2,35
Jet Airways,Delhi,Cochin,1,10262,6,2019,21,50,4,25,6,35
Jet Airways,Kolkata,Banglore,1,13364,4,2019,14,5,23,35,9,30
Jet Airways,Delhi,Cochin,1,12373,5,2019,2,15,12,35,10,20
SpiceJet,Mumbai,Hyderabad,0,1965,5,2019,22,45,0,15,1,30
Multiple carriers,Delhi,Cochin,1,7005,6,2019,12,50,21,0,8,10
Air India,Banglore,New Delhi,0,4441,3,2019,10,0,12,45,2,45
Multiple carriers,Delhi,Cochin,1,11098,3,2019,4,45,18,50,14,5
IndiGo,Delhi,Cochin,1,7318,5,2019,9,15,1,30,16,15
Jet Airways,Delhi,Cochin,1,12767,3,2019,7,5,4,25,21,20
SpiceJet,Kolkata,Banglore,1,10654,3,2019,15,55,21,15,5,20
SpiceJet,Delhi,Cochin,1,6297,6,2019,15,45,22,5,6,20
Multiple carriers,Delhi,Cochin,1,11265,3,2019,9,45,16,10,6,25
Air India,Mumbai,Hyderabad,2,11972,3,2019,17,20,14,50,2,30
Multiple carriers,Delhi,Cochin,1,13587,6,2019,7,5,21,0,13,55
IndiGo,Kolkata,Banglore,0,4804,6,2019,17,15,19,50,2,35
Air India,Kolkata,Banglore,2,8366,5,2019,9,25,18,20,8,55
Air India,Kolkata,Banglore,1,8366,5,2019,9,25,7,55,22,30
Air India,Kolkata,Banglore,2,10697,5,2019,8,20,21,50,13,30
Jet Airways,Delhi,Cochin,2,15129,5,2019,5,30,19,0,13,30
IndiGo,Chennai,Kolkata,0,3858,5,2019,14,45,17,5,2,20
Jet Airways,Banglore,Delhi,0,7229,4,2019,18,55,22,0,3,5
IndiGo,Delhi,Cochin,1,6937,4,2019,16,0,21,0,5,0
Jet Airways,Delhi,Cochin,1,14714,6,2019,14,0,19,0,5,0
Jet Airways,Banglore,New Delhi,1,9134,3,2019,5,45,16,10,10,25
Jet Airways,Delhi,Cochin,1,10577,6,2019,7,5,19,0,11,55
Jet Airways,Kolkata,Banglore,1,14388,5,2019,20,0,10,5,14,5
Air India,Delhi,Cochin,1,8991,6,2019,13,30,8,15,18,45
Air India,Delhi,Cochin,2,12436,5,2019,12,55,19,15,30,20
Air India,Banglore,New Delhi,2,12515,3,2019,6,45,9,25,26,40
SpiceJet,Delhi,Cochin,1,5583,6,2019,15,45,22,5,6,20
Air India,Delhi,Cochin,1,10840,3,2019,23,0,7,40,8,40
Jet Airways,Delhi,Cochin,2,14300,6,2019,12,15,12,35,24,20
SpiceJet,Banglore,Delhi,0,5515,4,2019,21,10,0,5,2,55
Jet Airways,Kolkata,Banglore,1,10844,5,2019,14,5,20,45,6,40
Jet Airways,Kolkata,Banglore,1,11134,3,2019,16,55,9,15,16,20
Air India,Banglore,Delhi,0,6121,4,2019,10,0,12,45,2,45
Air India,Kolkata,Banglore,2,10676,5,2019,12,0,7,55,19,55
Jet Airways,Kolkata,Banglore,1,14781,5,2019,16,30,22,35,6,5
Jet Airways,Banglore,Delhi,0,4544,4,2019,19,50,22,50,3,0
GoAir,Banglore,Delhi,0,4632,4,2019,7,45,10,40,2,55
Jet Airways,Delhi,Cochin,2,10929,3,2019,19,10,4,25,33,15
Air Asia,Kolkata,Banglore,0,4409,4,2019,10,20,12,55,2,35
SpiceJet,Kolkata,Banglore,0,3873,5,2019,6,55,9,30,2,35
Jet Airways,Banglore,Delhi,0,4030,5,2019,7,10,10,10,3,0
Air Asia,Kolkata,Banglore,0,3807,5,2019,22,50,1,20,2,30
Air India,Kolkata,Banglore,2,12140,5,2019,10,0,1,20,15,20
SpiceJet,Kolkata,Banglore,0,4096,3,2019,9,0,11,30,2,30
Jet Airways,Delhi,Cochin,2,14300,6,2019,18,20,12,35,18,15
Multiple carriers,Delhi,Cochin,1,6007,6,2019,11,40,21,0,9,20
IndiGo,Kolkata,Banglore,0,4174,4,2019,14,25,16,55,2,30
SpiceJet,Chennai,Kolkata,0,3597,6,2019,17,45,20,5,2,20
Air India,Delhi,Cochin,2,9548,6,2019,12,0,19,15,7,15
Air India,Banglore,New Delhi,1,8714,3,2019,8,50,15,15,6,25
Vistara,Kolkata,Banglore,1,8085,6,2019,17,0,20,20,27,20
Jet Airways,Delhi,Cochin,2,10368,6,2019,19,30,4,25,8,55
Air India,Delhi,Cochin,2,10975,6,2019,7,5,9,25,26,20
Multiple carriers,Delhi,Cochin,1,7670,5,2019,7,30,21,0,13,30
Multiple carriers,Delhi,Cochin,1,8073,5,2019,18,0,1,30,7,30
Jet Airways,Banglore,New Delhi,1,13817,3,2019,22,55,10,45,11,50
IndiGo,Kolkata,Banglore,1,3574,4,2019,19,20,23,45,4,25
Jet Airways,Delhi,Cochin,1,15554,5,2019,21,50,4,25,6,35
Air India,Delhi,Cochin,1,6692,3,2019,21,0,19,15,22,15
SpiceJet,Mumbai,Hyderabad,0,1965,6,2019,22,45,0,15,1,30
IndiGo,Mumbai,Hyderabad,0,2227,6,2019,20,5,21,40,1,35
IndiGo,Chennai,Kolkata,0,3597,6,2019,14,45,17,5,2,20
Jet Airways,Delhi,Cochin,1,14714,6,2019,14,0,4,25,14,25
SpiceJet,Kolkata,Banglore,0,4622,3,2019,17,15,19,45,2,30
Jet Airways,Delhi,Cochin,2,15129,5,2019,5,30,4,25,22,55
IndiGo,Chennai,Kolkata,0,5277,6,2019,22,5,0,25,2,20
Multiple carriers,Delhi,Cochin,1,11667,3,2019,9,0,18,50,9,50
Jet Airways,Kolkata,Banglore,1,10539,6,2019,17,0,19,10,26,10
Jet Airways,Kolkata,Banglore,1,11467,5,2019,20,25,14,25,18,0
Air India,Delhi,Cochin,1,7480,6,2019,17,20,9,25,16,5
GoAir,Banglore,Delhi,0,3419,4,2019,20,55,23,40,2,45
IndiGo,Delhi,Cochin,1,5684,6,2019,10,35,1,30,14,55
IndiGo,Kolkata,Banglore,1,6218,6,2019,18,5,23,30,5,25
Jet Airways,Kolkata,Banglore,1,6959,6,2019,20,0,4,40,8,40
Vistara,Banglore,Delhi,0,4878,6,2019,19,30,22,15,2,45
Air India,Kolkata,Banglore,2,12219,4,2019,7,0,5,25,22,25
Jet Airways,Kolkata,Banglore,1,12384,5,2019,20,25,9,45,13,20
Jet Airways,Delhi,Cochin,0,7202,6,2019,11,0,14,15,3,15
SpiceJet,Kolkata,Banglore,0,4174,6,2019,17,10,19,40,2,30
Air India,Mumbai,Hyderabad,0,3100,5,2019,15,0,16,25,1,25
Jet Airways,Banglore,New Delhi,1,7832,3,2019,8,55,15,15,6,20
Multiple carriers,Delhi,Cochin,1,6723,6,2019,14,55,22,30,7,35
Air India,Kolkata,Banglore,2,10697,6,2019,8,20,7,55,23,35
SpiceJet,Kolkata,Banglore,0,3841,6,2019,22,20,0,40,2,20
Air India,Kolkata,Banglore,2,9920,4,2019,16,45,12,0,19,15
IndiGo,Banglore,New Delhi,0,12649,3,2019,18,25,21,20,2,55
IndiGo,Delhi,Cochin,1,6093,6,2019,11,25,21,0,9,35
Jet Airways,Delhi,Cochin,2,15129,5,2019,5,30,4,25,22,55
Jet Airways,Banglore,Delhi,0,4544,4,2019,17,45,20,45,3,0
Air India,Kolkata,Banglore,0,5170,3,2019,14,15,16,45,2,30
IndiGo,Mumbai,Hyderabad,0,2754,6,2019,2,35,4,5,1,30
Air India,Mumbai,Hyderabad,0,3100,6,2019,13,55,15,25,1,30
Air India,Kolkata,Banglore,2,9237,4,2019,16,45,23,15,30,30
Multiple carriers,Delhi,Cochin,1,7198,6,2019,13,0,1,30,12,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,11,30,12,35,25,5
SpiceJet,Delhi,Cochin,1,5111,3,2019,15,55,21,55,6,0
Air India,Delhi,Cochin,2,10441,6,2019,22,0,19,15,21,15
Multiple carriers,Delhi,Cochin,1,10261,6,2019,8,45,19,15,10,30
IndiGo,Chennai,Kolkata,0,6297,3,2019,19,35,21,55,2,20
Multiple carriers,Delhi,Cochin,1,12192,6,2019,3,50,19,0,15,10
IndiGo,Banglore,Delhi,0,3943,6,2019,10,10,13,0,2,50
Jet Airways,Delhi,Cochin,2,16274,5,2019,5,30,12,35,7,5
Jet Airways,Delhi,Cochin,1,12898,5,2019,7,5,12,35,5,30
SpiceJet,Banglore,Delhi,0,3311,5,2019,5,55,8,35,2,40
Multiple carriers,Delhi,Cochin,1,9103,5,2019,4,55,12,35,7,40
IndiGo,Kolkata,Banglore,0,4148,3,2019,22,10,0,55,2,45
IndiGo,Kolkata,Banglore,0,5224,6,2019,15,30,18,5,2,35
IndiGo,Kolkata,Banglore,0,4804,5,2019,4,40,7,15,2,35
IndiGo,Chennai,Kolkata,0,3597,6,2019,19,35,21,55,2,20
IndiGo,Kolkata,Banglore,0,4804,6,2019,11,30,14,5,2,35
Jet Airways,Mumbai,Hyderabad,0,4995,5,2019,10,20,11,50,1,30
SpiceJet,Kolkata,Banglore,0,3873,4,2019,9,0,11,25,2,25
Jet Airways,Delhi,Cochin,1,10262,6,2019,15,0,4,25,13,25
Jet Airways,Mumbai,Hyderabad,0,3210,6,2019,19,35,21,5,1,30
GoAir,Delhi,Cochin,1,6276,6,2019,7,30,13,35,6,5
Jet Airways,Banglore,New Delhi,1,9134,3,2019,21,25,8,15,10,50
Jet Airways,Banglore,New Delhi,1,11087,3,2019,18,55,13,15,18,20
Jet Airways,Kolkata,Banglore,1,13941,5,2019,14,5,4,40,14,35
Air India,Delhi,Cochin,0,5201,6,2019,5,10,8,0,2,50
IndiGo,Delhi,Cochin,1,6171,4,2019,5,5,16,10,11,5
Air Asia,Kolkata,Banglore,0,5964,3,2019,19,35,22,5,2,30
Jet Airways,Delhi,Cochin,2,15129,5,2019,19,10,19,0,23,50
Jet Airways,Delhi,Cochin,2,13029,5,2019,9,40,12,35,26,55
Jet Airways,Banglore,Delhi,0,4030,5,2019,8,20,11,20,3,0
GoAir,Kolkata,Banglore,1,10586,5,2019,16,40,0,15,7,35
Air India,Mumbai,Hyderabad,2,17926,3,2019,11,35,19,25,31,50
Jet Airways,Delhi,Cochin,0,9564,6,2019,11,0,14,15,3,15
Jet Airways,Kolkata,Banglore,1,8355,5,2019,10,20,17,35,7,15
Multiple carriers,Delhi,Cochin,1,6795,6,2019,10,20,1,30,15,10
Air India,Delhi,Cochin,1,10671,5,2019,13,30,8,15,18,45
Air India,Delhi,Cochin,2,10178,3,2019,13,20,7,40,18,20
Vistara,Kolkata,Banglore,1,7927,6,2019,7,10,9,5,25,55
Air India,Mumbai,Hyderabad,0,3100,5,2019,13,55,15,25,1,30
Air India,Delhi,Cochin,2,12646,3,2019,19,45,19,15,23,30
IndiGo,Delhi,Cochin,1,7894,3,2019,5,5,10,5,5,0
IndiGo,Banglore,Delhi,0,3943,6,2019,1,30,4,15,2,45
Multiple carriers,Delhi,Cochin,1,7575,5,2019,11,25,19,15,7,50
Jet Airways,Delhi,Cochin,2,16914,3,2019,5,25,19,45,38,20
Vistara,Delhi,Cochin,0,6216,6,2019,14,40,17,50,3,10
IndiGo,Delhi,Cochin,1,6147,5,2019,17,5,22,15,5,10
IndiGo,Delhi,Cochin,1,6979,5,2019,17,30,1,30,8,0
Air India,Delhi,Cochin,0,6094,5,2019,18,5,21,10,3,5
Jet Airways,Delhi,Cochin,1,12242,3,2019,20,50,4,25,7,35
Air India,Kolkata,Banglore,2,9416,6,2019,12,0,21,50,9,50
Air India,Delhi,Cochin,2,7107,3,2019,13,15,9,25,20,10
Jet Airways,Delhi,Cochin,2,13292,6,2019,21,25,19,0,21,35
IndiGo,Chennai,Kolkata,0,7295,3,2019,7,55,10,15,2,20
IndiGo,Banglore,Delhi,0,4423,4,2019,0,30,3,25,2,55
IndiGo,Banglore,New Delhi,0,5694,3,2019,23,30,2,20,2,50
Jet Airways,Banglore,New Delhi,1,8147,3,2019,5,45,10,25,4,40
Multiple carriers,Delhi,Cochin,1,13377,5,2019,13,0,1,30,12,30
Jet Airways,Banglore,New Delhi,1,13502,3,2019,14,5,0,45,10,40
Jet Airways,Delhi,Cochin,2,13764,3,2019,5,40,4,25,22,45
Jet Airways,Kolkata,Banglore,1,12692,6,2019,17,0,9,45,16,45
IndiGo,Kolkata,Banglore,0,4804,5,2019,17,15,19,50,2,35
Jet Airways,Kolkata,Banglore,1,7064,4,2019,8,25,9,20,24,55
Jet Airways,Delhi,Cochin,1,14924,6,2019,7,5,12,35,5,30
IndiGo,Kolkata,Banglore,0,6565,3,2019,15,20,17,55,2,35
Air India,Delhi,Cochin,2,9863,5,2019,16,40,19,15,26,35
IndiGo,Delhi,Cochin,1,7725,3,2019,16,0,21,0,5,0
Air India,Delhi,Cochin,2,11281,5,2019,22,0,19,15,21,15
Jet Airways,Mumbai,Hyderabad,0,3210,5,2019,19,35,21,5,1,30
Air India,Kolkata,Banglore,1,6117,5,2019,19,0,4,40,9,40
Jet Airways,Delhi,Cochin,1,10262,6,2019,16,0,4,25,12,25
IndiGo,Banglore,Delhi,0,3943,4,2019,4,0,6,50,2,50
Jet Airways,Kolkata,Banglore,1,12576,6,2019,18,55,4,40,9,45
Air Asia,Delhi,Cochin,1,7452,4,2019,7,55,13,25,5,30
Jet Airways,Kolkata,Banglore,1,14781,5,2019,6,30,16,20,9,50
Air India,Kolkata,Banglore,1,8996,6,2019,9,10,13,15,4,5
Air India,Delhi,Cochin,1,11563,3,2019,13,30,8,15,18,45
IndiGo,Banglore,New Delhi,0,4777,3,2019,4,0,6,50,2,50
IndiGo,Kolkata,Banglore,0,4174,4,2019,15,30,18,5,2,35
SpiceJet,Kolkata,Banglore,0,3841,6,2019,17,10,19,40,2,30
Jet Airways,Delhi,Cochin,2,13775,6,2019,18,20,4,25,10,5
Air India,Delhi,Cochin,1,5117,3,2019,17,20,9,25,16,5
Jet Airways,Mumbai,Hyderabad,0,5678,6,2019,19,35,21,5,1,30
Jet Airways,Delhi,Cochin,1,5177,4,2019,14,0,19,0,5,0
SpiceJet,Delhi,Cochin,1,5975,5,2019,17,55,22,50,4,55
IndiGo,Banglore,New Delhi,0,6860,3,2019,0,40,3,25,2,45
IndiGo,Kolkata,Banglore,0,4804,5,2019,9,35,12,20,2,45
Multiple carriers,Delhi,Cochin,1,13377,6,2019,11,30,1,30,14,0
Air India,Delhi,Cochin,1,8372,5,2019,10,0,19,15,9,15
Multiple carriers,Delhi,Cochin,1,7933,6,2019,9,0,21,0,12,0
IndiGo,Mumbai,Hyderabad,0,4049,5,2019,6,25,7,55,1,30
Air India,Banglore,New Delhi,0,11423,3,2019,10,0,12,45,2,45
Jet Airways,Kolkata,Banglore,1,10844,5,2019,18,55,16,20,21,25
Jet Airways,Delhi,Cochin,2,12819,3,2019,9,40,4,25,42,45
SpiceJet,Banglore,Delhi,0,5621,4,2019,21,10,0,5,2,55
Air India,Banglore,Delhi,0,5228,5,2019,17,0,19,45,2,45
Jet Airways,Delhi,Cochin,2,9254,3,2019,5,25,19,45,38,20
IndiGo,Mumbai,Hyderabad,0,4392,5,2019,6,25,7,55,1,30
Jet Airways,Mumbai,Hyderabad,0,8040,3,2019,10,20,11,50,1,30
Air Asia,Banglore,Delhi,0,4483,4,2019,11,10,13,55,2,45
Air India,Delhi,Cochin,2,12760,3,2019,9,45,9,25,23,40
Jet Airways,Banglore,Delhi,0,7229,5,2019,15,15,18,10,2,55
Vistara,Banglore,Delhi,0,5403,4,2019,7,0,9,40,2,40
Air India,Delhi,Cochin,1,7934,3,2019,7,0,19,15,12,15
GoAir,Kolkata,Banglore,1,6945,5,2019,23,30,7,45,8,15
SpiceJet,Banglore,Delhi,0,4423,4,2019,9,30,12,20,2,50
Jet Airways,Mumbai,Hyderabad,0,8040,3,2019,7,10,8,35,1,25
Jet Airways,Delhi,Cochin,1,11399,5,2019,8,0,19,0,11,0
Jet Airways,Delhi,Cochin,0,7202,4,2019,11,0,14,15,3,15
Multiple carriers,Delhi,Cochin,1,13727,5,2019,11,30,21,0,9,30
SpiceJet,Delhi,Cochin,1,4957,6,2019,17,55,22,50,4,55
Jet Airways,Delhi,Cochin,1,10262,6,2019,13,0,19,0,6,0
SpiceJet,Mumbai,Hyderabad,0,2017,4,2019,5,45,7,15,1,30
Jet Airways,Delhi,Cochin,1,12242,3,2019,18,15,4,25,10,10
Jet Airways,Mumbai,Hyderabad,0,10875,3,2019,10,20,11,50,1,30
Jet Airways,Kolkata,Banglore,1,10844,6,2019,14,5,20,45,6,40
Air Asia,Kolkata,Banglore,0,4409,6,2019,10,20,12,55,2,35
Air India,Banglore,New Delhi,1,6987,3,2019,6,55,23,20,16,25
Jet Airways,Delhi,Cochin,2,12074,3,2019,5,40,4,25,22,45
Multiple carriers,Delhi,Cochin,1,7354,6,2019,11,25,19,15,7,50
Air India,Delhi,Cochin,2,13381,6,2019,16,55,19,15,26,20
Air India,Delhi,Cochin,0,5201,6,2019,5,10,8,0,2,50
Jet Airways,Kolkata,Banglore,1,9663,5,2019,16,30,12,0,19,30
Air India,Delhi,Cochin,0,6094,5,2019,18,5,21,10,3,5
Jet Airways,Delhi,Cochin,0,7202,5,2019,11,0,14,15,3,15
Vistara,Chennai,Kolkata,0,11982,6,2019,17,45,20,5,2,20
Jet Airways,Banglore,New Delhi,1,7832,3,2019,7,0,16,10,9,10
Air India,Chennai,Kolkata,0,7817,3,2019,11,40,13,55,2,15
Jet Airways,Delhi,Cochin,1,12373,5,2019,13,0,19,0,6,0
Jet Airways,Kolkata,Banglore,1,10844,5,2019,8,25,18,15,9,50
Jet Airways,Delhi,Cochin,2,13376,6,2019,6,45,12,35,29,50
Multiple carriers,Delhi,Cochin,1,9646,6,2019,9,45,16,10,6,25
SpiceJet,Kolkata,Banglore,0,3841,6,2019,22,20,0,40,2,20
SpiceJet,Delhi,Cochin,1,4957,3,2019,16,35,22,50,6,15
IndiGo,Kolkata,Banglore,0,4148,3,2019,21,25,0,5,2,40
Jet Airways,Banglore,New Delhi,1,26890,3,2019,22,50,5,5,6,15
Jet Airways,Delhi,Cochin,2,8834,3,2019,19,10,19,45,24,35
IndiGo,Delhi,Cochin,1,5241,4,2019,2,0,7,45,5,45
Jet Airways,Delhi,Cochin,0,7989,5,2019,11,0,14,15,3,15
IndiGo,Delhi,Cochin,1,5883,6,2019,10,35,1,30,14,55
Air Asia,Kolkata,Banglore,1,6857,5,2019,6,50,10,30,3,40
SpiceJet,Banglore,New Delhi,1,5822,3,2019,15,35,23,40,8,5
Jet Airways,Delhi,Cochin,1,10262,6,2019,15,0,4,25,13,25
Jet Airways,Mumbai,Hyderabad,0,4995,6,2019,7,5,8,30,1,25
SpiceJet,Banglore,Delhi,0,4991,4,2019,9,30,12,20,2,50
Jet Airways,Banglore,New Delhi,1,16736,3,2019,5,45,21,20,15,35
Jet Airways,Delhi,Cochin,2,18804,6,2019,11,40,19,0,7,20
IndiGo,Delhi,Cochin,1,6442,6,2019,8,35,22,30,13,55
Air India,Kolkata,Banglore,0,5170,3,2019,14,15,16,45,2,30
SpiceJet,Banglore,New Delhi,0,4377,3,2019,20,30,23,20,2,50
Jet Airways,Delhi,Cochin,0,9564,6,2019,11,0,14,15,3,15
SpiceJet,Banglore,Delhi,0,3573,6,2019,5,55,8,35,2,40
Jet Airways,Delhi,Cochin,1,17024,3,2019,17,30,19,45,26,15
Air Asia,Banglore,Delhi,0,3383,5,2019,4,55,7,45,2,50
Jet Airways,Banglore,New Delhi,1,27992,3,2019,14,5,20,20,6,15
Jet Airways,Banglore,Delhi,0,7229,5,2019,8,20,11,20,3,0
Jet Airways,Banglore,New Delhi,1,9134,3,2019,5,45,10,25,4,40
Air India,Mumbai,Hyderabad,0,3100,6,2019,15,0,16,25,1,25
Multiple carriers,Delhi,Cochin,1,13727,5,2019,9,0,21,0,12,0
Vistara,Kolkata,Banglore,1,8452,4,2019,7,10,20,20,13,10
Jet Airways,Delhi,Cochin,1,14714,6,2019,10,0,19,0,9,0
Jet Airways,Banglore,New Delhi,1,7280,3,2019,9,45,15,55,6,10
Air India,Mumbai,Hyderabad,2,18797,3,2019,13,30,16,55,3,25
IndiGo,Mumbai,Hyderabad,0,2754,6,2019,12,0,13,30,1,30
Air Asia,Kolkata,Banglore,0,4409,6,2019,22,50,1,20,2,30
IndiGo,Delhi,Cochin,0,5021,4,2019,14,20,17,35,3,15
Jet Airways,Mumbai,Hyderabad,0,8040,3,2019,6,30,8,0,1,30
Air India,Delhi,Cochin,1,10454,6,2019,9,0,19,15,10,15
Multiple carriers,Delhi,Cochin,1,10197,5,2019,3,50,12,35,8,45
Air India,Banglore,Delhi,0,5228,5,2019,6,10,8,55,2,45
Jet Airways,Delhi,Cochin,1,14714,6,2019,14,0,19,0,5,0
Air India,Banglore,New Delhi,0,7276,3,2019,6,10,8,55,2,45
IndiGo,Delhi,Cochin,1,7731,3,2019,2,35,8,30,5,55
Air Asia,Kolkata,Banglore,1,6857,5,2019,19,55,23,30,3,35
Air India,Banglore,Delhi,0,6961,6,2019,5,45,8,45,3,0
Jet Airways,Delhi,Cochin,2,7791,3,2019,10,45,4,25,17,40
IndiGo,Banglore,New Delhi,0,4777,3,2019,10,10,13,0,2,50
Jet Airways,Delhi,Cochin,1,16289,3,2019,19,15,4,25,9,10
Jet Airways,Kolkata,Banglore,1,12681,4,2019,18,55,4,40,9,45
IndiGo,Banglore,Delhi,0,4823,4,2019,18,25,21,20,2,55
Jet Airways,Delhi,Cochin,2,13014,6,2019,9,40,12,35,26,55
Jet Airways,Delhi,Cochin,1,5406,4,2019,7,5,19,0,11,55
Multiple carriers,Delhi,Cochin,1,9315,5,2019,7,30,19,0,11,30
Air India,Delhi,Cochin,1,7480,5,2019,12,30,9,25,20,55
Jet Airways,Banglore,New Delhi,1,14815,3,2019,14,5,19,10,5,5
Air India,Kolkata,Banglore,1,12173,3,2019,20,30,16,15,19,45
Air India,Banglore,New Delhi,2,7664,3,2019,5,50,23,45,17,55
Air India,Delhi,Cochin,2,12777,6,2019,17,15,19,15,26,0
Multiple carriers,Delhi,Cochin,1,8837,5,2019,7,30,19,15,11,45
Jet Airways,Kolkata,Banglore,1,10844,5,2019,21,10,10,5,12,55
Jet Airways,Kolkata,Banglore,1,14571,5,2019,6,30,19,50,13,20
IndiGo,Delhi,Cochin,1,6093,6,2019,7,30,21,0,13,30
IndiGo,Delhi,Cochin,1,7514,3,2019,8,35,16,10,7,35
IndiGo,Delhi,Cochin,0,6015,5,2019,14,25,17,40,3,15
Jet Airways,Delhi,Cochin,1,12898,5,2019,10,0,4,25,18,25
Air India,Delhi,Cochin,1,8792,6,2019,19,0,19,15,24,15
IndiGo,Banglore,Delhi,0,4823,5,2019,8,30,11,20,2,50
SpiceJet,Banglore,Delhi,0,3919,4,2019,5,55,8,35,2,40
IndiGo,Chennai,Kolkata,0,3597,5,2019,13,15,15,35,2,20
SpiceJet,Mumbai,Hyderabad,0,2017,5,2019,5,45,7,15,1,30
Air Asia,Banglore,Delhi,0,3383,6,2019,23,55,2,45,2,50
SpiceJet,Mumbai,Hyderabad,0,1965,6,2019,22,45,0,15,1,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,2,15,12,35,10,20
Jet Airways,Delhi,Cochin,1,17234,3,2019,16,0,4,25,12,25
Jet Airways,Kolkata,Banglore,1,14178,6,2019,20,0,4,40,8,40
IndiGo,Delhi,Cochin,1,5636,6,2019,2,0,7,25,5,25
IndiGo,Banglore,Delhi,0,4823,4,2019,18,55,21,50,2,55
Air India,Delhi,Cochin,1,7480,5,2019,12,30,9,25,20,55
Jet Airways,Kolkata,Banglore,1,14571,6,2019,18,55,16,20,21,25
IndiGo,Mumbai,Hyderabad,0,13999,3,2019,9,10,10,40,1,30
Jet Airways,Kolkata,Banglore,1,14151,5,2019,20,25,21,5,24,40
Air India,Banglore,Delhi,0,6121,5,2019,21,5,23,55,2,50
SpiceJet,Chennai,Kolkata,0,3543,5,2019,8,20,10,35,2,15
